team,champion,team_champion_pick_rows,wins_with_champion,op_pick_rows,patches,example_matches,win_rate_with_champion
Ruddy Corporation,Ashe,5,3,0,"26.10, 26.11","NLC/2026 Season/Spring Split_Day 2_2_1, NLC/2026 Season/Spring Playoffs_Round 2_1_2, NLC/2026 Season/Spring Playoffs_Round 3_1_2",0.6
Ruddy Corporation,Xin Zhao,5,4,0,"26.10, 26.11","NLC/2026 Season/Spring Split_Day 1_2_1, NLC/2026 Season/Spring Split_Day 1_10_1, NLC/2026 Season/Spring Split_Day 2_9_1",0.8
SN CyberCore Esports,Nautilus,5,3,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_3_1, VCS/2026 Season/Summer Season_Week 1_5_1, VCS/2026 Season/Summer Season_Week 3_1_3",0.6
SPAJKOVI UKRADLI SUPERSTRIKE,Maokai,5,0,0,26.10,"Streamers Clash/Season 4_Day 1_2_1, Streamers Clash/Season 4_Day 2_3_1, Streamers Clash/Season 4_Day 3_1_1",0.0
STOPERCENTNÁ KAMILOVA TUTOFKA,Ashe,5,2,0,"26.10, 26.11","Streamers Clash/Season 4_Day 2_2_1, Streamers Clash/Season 4_Day 4_4_1, Streamers Clash/Season 4_Round 1_2_2",0.4
STOPERCENTNÁ KAMILOVA TUTOFKA,Galio,5,3,0,"26.10, 26.11","Streamers Clash/Season 4_Day 1_4_1, Streamers Clash/Season 4_Day 2_2_1, Streamers Clash/Season 4_Day 5_2_1",0.6
STOPERCENTNÁ KAMILOVA TUTOFKA,Malzahar,5,4,0,"26.10, 26.11","Streamers Clash/Season 4_Day 1_4_1, Streamers Clash/Season 4_Day 3_3_1, Streamers Clash/Season 4_Day 7_4_1",0.8
STOPERCENTNÁ KAMILOVA TUTOFKA,Veigar,5,3,0,"26.10, 26.11","Streamers Clash/Season 4_Day 5_2_1, Streamers Clash/Season 4_Day 6_1_1, Streamers Clash/Season 4_Round 1_4_1",0.6
Saigon Dino,Annie,5,4,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_4_2, 2026 Asia Masters/APAC Qualifier_Qualifier_2_3, 2026 Asia Masters/APAC Qualifier_Qualifier_3_2",0.8
Saigon Dino,Bard,5,4,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_2_1, VCS/2026 Season/Summer Season_Week 2_3_1, 2026 Asia Masters/APAC Qualifier_Qualifier_3_1",0.8
Saigon Dino,Ezreal,5,4,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_2_2, VCS/2026 Season/Summer Season_Week 1_4_2, VCS/2026 Season/Summer Season_Week 2_3_1",0.8
Saigon Warriors,Cassiopeia,5,3,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_5_2, VCS/2026 Season/Summer Season_Week 2_2_1, 2026 Asia Masters_Day 4_1_1",0.6
Saigon Warriors,Jayce,5,3,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_5_2, 2026 Asia Masters_Day 4_1_2, VCS/2026 Season/Summer Playoffs_Round 2_1_1",0.6
Saigon Warriors,Lucian,5,4,0,"26.09, 26.11","VCS/2026 Season/Summer Season_Week 1_5_2, VCS/2026 Season/Summer Season_Week 2_2_2, VCS/2026 Season/Summer Season_Week 2_5_2",0.8
Solary,Bard,5,3,0,"26.09, 26.10, 26.11","LFL/2026 Season/Spring Playoffs_Round 1_4_2, Esports World Cup 2026/Online Qualifiers/EMEA_Round 3_2_2, LFL/2026 Season/Spring Playoffs_Finals_1_3",0.6
Solary,Caitlyn,5,4,0,"26.09, 26.10, 26.11","Esports World Cup 2026/Online Qualifiers/EMEA_Round 3_2_2, LFL/2026 Season/Spring Playoffs_Round 4_1_3, EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_4_1",0.8
Solary,Wukong,5,4,0,"26.10, 26.11","LFL/2026 Season/Spring Playoffs_Round 4_1_2, LFL/2026 Season/Spring Playoffs_Finals_1_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_4_1",0.8
T1,Akali,5,5,0,"26.09, 26.10, 26.11","Esports World Cup 2026/Online Qualifiers/Korea_Round 2_1_1, LCK/2026 Season/Rounds 1-2_Week 7_1_2, Esports World Cup 2026/Online Qualifiers/Korea_Round 4_1_1",1.0
T1,Lucian,5,4,0,"26.09, 26.10, 26.11","Esports World Cup 2026/Online Qualifiers/Korea_Round 2_1_2, LCK/2026 Season/Rounds 1-2_Week 7_1_2, LCK/2026 Season/Rounds 1-2_Week 8_1_1",0.8
T1,Milio,5,4,0,"26.09, 26.10, 26.11","Esports World Cup 2026/Online Qualifiers/Korea_Round 2_1_2, LCK/2026 Season/Rounds 1-2_Week 7_1_2, LCK/2026 Season/Rounds 1-2_Week 8_1_1",0.8
T1,Rumble,5,4,0,"26.10, 26.11","Esports World Cup 2026/Online Qualifiers/Korea_Round 4_1_4, LCK/2026 Season/Rounds 1-2_Week 9_4_1, LCK/2026 Season/Rounds 1-2_Week 9_8_1",0.8
T1,Sivir,5,5,0,"26.09, 26.10, 26.11","Esports World Cup 2026/Online Qualifiers/Korea_Round 1_2_1, LCK/2026 Season/Rounds 1-2_Week 6_5_2, Esports World Cup 2026/Online Qualifiers/Korea_Round 4_1_4",1.0
T1,Vi,5,5,0,"26.09, 26.10, 26.11","LCK/2026 Season/Rounds 1-2_Week 6_9_2, LCK/2026 Season/Rounds 1-2_Week 7_7_3, LCK/2026 Season/Rounds 1-2_Week 9_4_1",1.0
T1 Esports Academy,Ahri,5,3,0,"26.09, 26.10, 26.11","LCK CL/2026 Season/Rounds 1-2_Week 7_2_2, LCK CL/2026 Season/Rounds 1-2_Week 7_8_2, LCK CL/2026 Season/Rounds 1-2_Week 9_2_3",0.6
T1 Esports Academy,Ashe,5,4,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_7_2, LCK CL/2026 Season/Rounds 1-2_Week 7_2_1, LCK CL/2026 Season/Rounds 1-2_Week 7_8_1",0.8
T1 Esports Academy,Bard,5,4,0,"26.09, 26.10, 26.11","LCK CL/2026 Season/Rounds 1-2_Week 6_3_1, LCK CL/2026 Season/Rounds 1-2_Week 7_8_3, LCK CL/2026 Season/Rounds 1-2_Week 8_1_1",0.8
T1 Esports Academy,Seraphine,5,4,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_7_2, LCK CL/2026 Season/Rounds 1-2_Week 7_2_1, LCK CL/2026 Season/Rounds 1-2_Week 7_8_1",0.8
T1 Esports Academy,Sion,5,5,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_3_1, LCK CL/2026 Season/Rounds 1-2_Week 7_2_1, LCK CL/2026 Season/Rounds 1-2_Week 8_10_1",1.0
T1 Esports Academy,Xin Zhao,5,5,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 7_2_1, LCK CL/2026 Season/Rounds 1-2_Week 7_8_1, LCK CL/2026 Season/Rounds 1-2_Week 8_1_2",1.0
Team Heretics Academy,Caitlyn,5,5,0,"26.09, 26.10","LES/2026 Season/Spring Split_Week 5_4_1, LES/2026 Season/Spring Split_Week 6_4_2, LES/2026 Season/Spring Split_Week 7_2_1",1.0
Team Heretics Academy,Ezreal,5,4,0,"26.09, 26.10, 26.11","LES/2026 Season/Spring Split_Week 5_4_2, LES/2026 Season/Spring Split_Week 6_4_1, LES/2026 Season/Spring Playoffs_Semifinals_1_2",0.8
Team Liquid,Caitlyn,5,4,0,"26.09, 26.10, 26.11","LCS/2026 Season/Spring Season_Week 6_4_2, LCS/2026 Season/Spring Season_Week 7_1_2, LCS/2026 Season/Spring Playoffs_Round 1_4_2",0.8
Team WE,Akali,5,4,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_1_3, LPL/2026 Season/Split 2_Week 6_3_1, LPL/2026 Season/Split 2_Week 7_4_1",0.8
Team WE,Bard,5,4,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_3_2, LPL/2026 Season/Split 2_Week 6_8_1, LPL/2026 Season/Split 2_Week 7_4_1",0.8
Team WE,Lucian,5,1,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_3_3, LPL/2026 Season/Split 2_Week 6_8_2, LPL/2026 Season/Split 2_Week 7_10_3",0.2
Team WE,Milio,5,1,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_3_3, LPL/2026 Season/Split 2_Week 6_8_2, LPL/2026 Season/Split 2_Week 7_10_3",0.2
Team WE,Neeko,5,4,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_1_1, LPL/2026 Season/Split 2 Playoffs_Play-In_1_3, LPL/2026 Season/Split 2 Playoffs_Round 1_4_4",0.8
Team WE,Xin Zhao,5,1,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 7_4_2, LPL/2026 Season/Split 2_Week 7_10_1, LPL/2026 Season/Split 2 Playoffs_Round 1_4_2",0.2
The Bandits,Wukong,5,4,0,"26.09, 26.10, 26.11","Road Of Legends/2026 Season/Spring Split_Week 6_2_2, Road Of Legends/2026 Season/Spring Split_Week 7_3_3, Road Of Legends/2026 Season/Spring Playoffs_Round 1_2_1",0.8
ThunderTalk Gaming,Jayce,5,2,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 5_12_1, LPL/2026 Season/Split 2_Week 7_9_3, LPL/2026 Season/Split 2 Playoffs_Play-In_2_2",0.4
Top Esports Challenger,Seraphine,5,3,0,26.11,"2026 Asia Masters_Day 1_6_1, 2026 Asia Masters_Day 2_1_2, 2026 Asia Masters_Day 4_3_1",0.6
UCAM Esports,Ezreal,5,3,0,"26.09, 26.10, 26.11","LES/2026 Season/Spring Split_Week 5_3_1, LES/2026 Season/Spring Split_Week 6_3_1, LES/2026 Season/Spring Playoffs_Finals_1_2",0.6
UCAM Esports,Jhin,5,2,0,"26.10, 26.11","LES/2026 Season/Spring Split_Week 7_4_3, LES/2026 Season/Spring Playoffs_Semifinals_2_2, LES/2026 Season/Spring Playoffs_Finals_1_1",0.4
UCAM Esports,Pantheon,5,2,0,"26.09, 26.10, 26.11","LES/2026 Season/Spring Split_Week 5_3_1, LES/2026 Season/Spring Split_Week 7_4_3, LES/2026 Season/Spring Playoffs_Semifinals_2_1",0.4
UCAM Esports,Viktor,5,3,0,"26.10, 26.11","LES/2026 Season/Spring Split_Week 7_4_1, LES/2026 Season/Spring Playoffs_Finals_1_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_2_2",0.6
UCAM Esports,Wukong,5,3,0,"26.10, 26.11","LES/2026 Season/Spring Split_Week 7_4_2, LES/2026 Season/Spring Playoffs_Finals_1_3, EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_2_1",0.6
Verdant,Cassiopeia,5,4,0,"26.10, 26.11","NLC/2026 Season/Spring Split_Day 1_4_1, NLC/2026 Season/Spring Split_Day 1_6_1, NLC/2026 Season/Spring Split_Day 1_13_1",0.8
Vivo Keyd Stars,Rumble,5,2,0,"26.09, 26.11","CBLOL/2026 Season/Split 1_Week 6_4_1, CBLOL/2026 Season/Split 1 Playoffs_Round 1_1_1, Esports World Cup 2026/Online Qualifiers/South America_Round 1_1_2",0.4
WLGaming Esports,Aurora,5,3,0,"26.09, 26.11","Hellenic Legends League/2026 Season/Spring Split_Week 6_3_1, Hellenic Legends League/2026 Season/Spring Playoffs_Semifinals_1_3, Hellenic Legends League/2026 Season/Spring Playoffs_Finals_1_2",0.6
WLGaming Esports,Ezreal,5,3,0,"26.09, 26.11","Hellenic Legends League/2026 Season/Spring Split_Week 6_3_1, Hellenic Legends League/2026 Season/Spring Split_Week 6_5_1, Hellenic Legends League/2026 Season/Spring Playoffs_Semifinals_1_1",0.6
Winthrop University,Jhin,5,3,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_2, North American Challengers League/2026 Season/Spring Season_Week 8_3_1, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_1",0.6
Winthrop University,Lee Sin,5,1,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_2, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_2, North American Challengers League/2026 Season/Spring Playoffs_Round 2_3_1",0.2
Winthrop University,Nautilus,5,1,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_1, North American Challengers League/2026 Season/Spring Season_Week 8_3_1, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_3",0.2
ZEN Esports (Vietnamese Team),Bard,5,2,0,26.09,"VCS/2026 Season/Summer Season_Week 1_1_1, VCS/2026 Season/Summer Season_Week 1_4_1, VCS/2026 Season/Summer Season_Week 2_1_1",0.4
mCon esports,Bard,5,1,0,"26.09, 26.10, 26.11","Road Of Legends/2026 Season/Spring Split_Week 6_2_3, Road Of Legends/2026 Season/Spring Playoffs_Round 2_1_2, Road Of Legends/2026 Season/Spring Playoffs_Round 3_2_1",0.2
mCon esports,K'Sante,5,2,0,"26.10, 26.11","Road Of Legends/2026 Season/Spring Playoffs_Round 2_1_4, Road Of Legends/2026 Season/Spring Playoffs_Round 3_2_1, Road Of Legends/2026 Season/Spring Playoffs_Finals_1_1",0.4
mCon esports,Varus,5,4,0,"26.09, 26.10, 26.11","Road Of Legends/2026 Season/Spring Split_Week 6_2_1, Road Of Legends/2026 Season/Spring Playoffs_Round 1_4_3, Road Of Legends/2026 Season/Spring Playoffs_Round 3_2_3",0.8
Arctic Pandas,Senna,4,2,3,"26.10, 26.11","NLC/2026 Season/Spring Split_Day 1_5_1, NLC/2026 Season/Spring Split_Day 2_2_1, NLC/2026 Season/Spring Playoffs_Round 1_2_2",0.5
Galions,Nocturne,4,4,3,"26.09, 26.11","LFL/2026 Season/Spring Playoffs_Round 1_3_2, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_1, EMEA Masters/2026 Season/Spring Main Event_Semifinals_2_1",1.0
Bomba Team,Nocturne,4,3,2,"26.10, 26.11","Rift Legends/2026 Season/Spring Playoffs_Round 1_1_1, Rift Legends/2026 Season/Spring Playoffs_Finals_1_2, EMEA Masters/2026 Season/Spring Play-In_Round 2_4_1",0.75
Cloud9,Nocturne,4,1,2,"26.09, 26.10, 26.11","LCS/2026 Season/Spring Season_Week 5_1_2, LCS/2026 Season/Spring Season_Week 7_1_2, LCS/2026 Season/Spring Playoffs_Round 2_2_1",0.25
Priority,Nocturne,4,2,2,"26.09, 26.10, 26.11","Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_8_3, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 1_4_2, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 3_2_1",0.5
T1,Nocturne,4,3,2,"26.10, 26.11","Esports World Cup 2026/Online Qualifiers/Korea_Round 4_1_4, LCK/2026 Season/Rounds 1-2_Week 9_8_1, LCK/2026 Season/Road to MSI_Round 3_1_2",0.75
Deer Gaming,Nocturne,4,4,1,"26.10, 26.11","NLC/2026 Season/Spring Split_Day 2_4_1, NLC/2026 Season/Spring Split_Day 2_11_1, NLC/2026 Season/Spring Playoffs_Round 1_1_1",1.0
Otter Side,Nocturne,4,3,1,"26.09, 26.10, 26.11","LPLOL/2026 Season/Spring Split_Week 4_7_1, LPLOL/2026 Season/Spring Playoffs_Round 1_1_2, LPLOL/2026 Season/Spring Playoffs_Finals_1_1",0.75
3BL Esports,Sion,4,2,0,26.09,"Arabian League/2026 Season/Spring Split_Last Stand_2_1, Arabian League/2026 Season/Spring Split_Last Stand_4_1, Arabian League/2026 Season/Spring Split_Last Stand_5_3",0.5
Anonymo Esports,Ryze,4,2,0,"26.09, 26.10","Rift Legends/2026 Season/Spring Split_Week 5_1_2, Rift Legends/2026 Season/Spring Split_Week 5_6_2, Rift Legends/2026 Season/Spring Split_Week 6_4_2",0.5
Anubis Gaming,Anivia,4,3,0,"26.09, 26.11","Arabian League/2026 Season/Spring Playoffs_Round 1_2_2, Arabian League/2026 Season/Spring Playoffs_Finals_1_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_8_2",0.75
Anubis Gaming,Aurora,4,3,0,"26.09, 26.11","Arabian League/2026 Season/Spring Playoffs_Round 1_2_2, Arabian League/2026 Season/Spring Playoffs_Round 2_1_2, Arabian League/2026 Season/Spring Playoffs_Finals_1_2",0.75
Anubis Gaming,Jarvan IV,4,4,0,"26.09, 26.11","Arabian League/2026 Season/Spring Playoffs_Round 1_2_1, Arabian League/2026 Season/Spring Playoffs_Round 2_1_2, Arabian League/2026 Season/Spring Playoffs_Finals_1_1",1.0
Anubis Gaming,Jayce,4,3,0,"26.09, 26.11","Arabian League/2026 Season/Spring Playoffs_Round 2_1_2, Arabian League/2026 Season/Spring Playoffs_Finals_1_2, EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_8_2",0.75
Anubis Gaming,Jhin,4,3,0,"26.09, 26.11","Arabian League/2026 Season/Spring Playoffs_Round 1_2_2, Arabian League/2026 Season/Spring Playoffs_Finals_1_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_8_2",0.75
Anyone's Legend,Ashe,4,2,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_10_2, LPL/2026 Season/Split 2 Playoffs_Round 1_3_2, LPL/2026 Season/Split 2 Playoffs_Round 2_2_1",0.5
Anyone's Legend,Bard,4,1,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_4_1, LPL/2026 Season/Split 2_Week 7_12_2, LPL/2026 Season/Split 2 Playoffs_Round 2_3_1",0.25
Anyone's Legend,Milio,4,2,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_4_2, LPL/2026 Season/Split 2_Week 7_4_2, LPL/2026 Season/Split 2 Playoffs_Round 2_3_3",0.5
Anyone's Legend,Naafiri,4,1,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 7_4_1, LPL/2026 Season/Split 2_Week 7_12_1, LPL/2026 Season/Split 2 Playoffs_Round 2_3_1",0.25
Anyone's Legend,Shen,4,3,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 7_4_2, LPL/2026 Season/Split 2 Playoffs_Round 1_3_1, LPL/2026 Season/Split 2 Playoffs_Round 2_3_2",0.75
Anyone's Legend,Twisted Fate,4,2,0,26.10,"LPL/2026 Season/Split 2 Playoffs_Round 1_3_2, LPL/2026 Season/Split 2 Playoffs_Round 2_2_3, LPL/2026 Season/Split 2 Playoffs_Round 2_3_3",0.5
Arctic Pandas,Bard,4,3,0,26.10,"NLC/2026 Season/Spring Split_Day 1_3_1, NLC/2026 Season/Spring Split_Day 1_5_1, NLC/2026 Season/Spring Split_Day 1_15_1",0.75
Arneb,Ashe,4,3,0,"26.09, 26.10, 26.11","LJL/2026 Season/Spring Series_Week 2_1_1, LJL/2026 Season/Spring Series_Week 4_4_2, LJL/2026 Season/Spring Series_Week 5_2_3",0.75
Arneb,Bard,4,3,0,"26.09, 26.10, 26.11","LJL/2026 Season/Spring Series_Week 2_6_1, LJL/2026 Season/Spring Series_Week 4_4_1, LJL/2026 Season/Spring Series_Week 6_1_1",0.75
Arneb,Ezreal,4,3,0,"26.09, 26.10","LJL/2026 Season/Spring Series_Week 2_6_1, LJL/2026 Season/Spring Series_Week 3_2_1, LJL/2026 Season/Spring Series_Week 4_4_1",0.75
Arneb,Pantheon,4,1,0,"26.09, 26.11","LJL/2026 Season/Spring Series_Week 2_6_1, LJL/2026 Season/Spring Series_Week 3_2_3, 2026 Asia Masters/APAC Qualifier_Qualifier_1_2",0.25
Arneb,Sion,4,4,0,"26.09, 26.10, 26.11","LJL/2026 Season/Spring Series_Week 2_6_1, LJL/2026 Season/Spring Series_Week 4_4_2, LJL/2026 Season/Spring Series_Week 6_1_1",1.0
Arneb,Viktor,4,1,0,"26.09, 26.10, 26.11","LJL/2026 Season/Spring Series_Week 3_2_1, LJL/2026 Season/Spring Series_Week 6_1_2, 2026 Asia Masters/APAC Qualifier_Qualifier_2_3",0.25
BNK FEARX,Ashe,4,2,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_1, LCK/2026 Season/Rounds 1-2_Week 6_4_2, LCK/2026 Season/Rounds 1-2_Week 7_3_1",0.5
BNK FEARX,Caitlyn,4,2,0,"26.09, 26.10","LCK/2026 Season/Rounds 1-2_Week 6_7_2, Esports World Cup 2026/Online Qualifiers/Korea_Round 2_1_1, LCK/2026 Season/Rounds 1-2_Week 9_2_1",0.5
BNK FEARX,Jarvan IV,4,3,0,26.09,"Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_1, LCK/2026 Season/Rounds 1-2_Week 6_7_1, Esports World Cup 2026/Online Qualifiers/Korea_Round 2_1_1",0.75
BNK FEARX,Lucian,4,1,0,26.10,"Esports World Cup 2026/Online Qualifiers/Korea_Round 2_4_2, LCK/2026 Season/Rounds 1-2_Week 8_3_2, LCK/2026 Season/Rounds 1-2_Week 8_7_1",0.25
BNK FEARX,Renekton,4,2,0,26.09,"Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_1, LCK/2026 Season/Rounds 1-2_Week 6_4_1, LCK/2026 Season/Rounds 1-2_Week 6_7_2",0.5
BNK FEARX,Ryze,4,1,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/Korea_Round 2_1_2, LCK/2026 Season/Rounds 1-2_Week 8_3_1, LCK/2026 Season/Rounds 1-2_Week 9_2_1",0.25
BNK FEARX Youth,Annie,4,3,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_6_1, LCK CL/2026 Season/Rounds 1-2_Week 8_4_1, LCK CL/2026 Season/Rounds 1-2_Week 8_9_2",0.75
BNK FEARX Youth,Lucian,4,2,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_4_1, LCK CL/2026 Season/Rounds 1-2_Week 7_7_2, LCK CL/2026 Season/Rounds 1-2_Week 8_4_1",0.5
BNK FEARX Youth,Lulu,4,1,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_6_1, LCK CL/2026 Season/Rounds 1-2_Week 7_3_1, LCK CL/2026 Season/Rounds 1-2_Week 8_9_1",0.25
BNK FEARX Youth,Miss Fortune,4,1,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_4_3, LCK CL/2026 Season/Rounds 1-2_Week 6_6_3, LCK CL/2026 Season/Rounds 1-2_Week 7_3_2",0.25
BNK FEARX Youth,Nocturne,4,2,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_4_2, LCK CL/2026 Season/Rounds 1-2_Week 7_3_1, LCK CL/2026 Season/Rounds 1-2_Week 8_4_2",0.5
BNK FEARX Youth,Pantheon,4,1,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_4_1, LCK CL/2026 Season/Rounds 1-2_Week 7_3_2, LCK CL/2026 Season/Rounds 1-2_Week 8_9_1",0.25
BNK FEARX Youth,Xin Zhao,4,2,0,"26.09, 26.10","LCK CL/2026 Season/Rounds 1-2_Week 6_6_2, LCK CL/2026 Season/Rounds 1-2_Week 7_7_1, LCK CL/2026 Season/Rounds 1-2_Week 8_4_1",0.5
Barcząca Esports,Milio,4,2,0,"26.09, 26.10","Rift Legends/2026 Season/Spring Split_Week 5_4_3, Rift Legends/2026 Season/Spring Split_Week 6_1_1, Rift Legends/2026 Season/Spring Playoffs_Round 1_2_2",0.5
Barcząca Esports,Nocturne,4,3,0,"26.09, 26.10","Rift Legends/2026 Season/Spring Split_Week 5_4_3, Rift Legends/2026 Season/Spring Split_Week 6_1_2, Rift Legends/2026 Season/Spring Split_Week 6_6_3",0.75
Barcząca Esports,Sion,4,1,0,"26.09, 26.10","Rift Legends/2026 Season/Spring Split_Week 5_4_1, Rift Legends/2026 Season/Spring Split_Week 6_1_1, Rift Legends/2026 Season/Spring Playoffs_Round 1_2_1",0.25
Barça eSports,Annie,4,1,0,"26.09, 26.10","LES/2026 Season/Spring Split_Week 6_1_2, LES/2026 Season/Spring Split_Week 7_2_2, LES/2026 Season/Spring Playoffs_Semifinals_1_2",0.25
Berlin International Gaming,Rumble,4,3,0,"26.09, 26.10","Prime League 1st Division/2026 Season/Spring Split_Week 6_2_2, Prime League 1st Division/2026 Season/Spring Split_Week 6_6_1, Prime League 1st Division/2026 Season/Spring Playoffs_Semifinals_2_2",0.75
Bilibili Gaming,Annie,4,3,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 7_12_2, LPL/2026 Season/Split 2 Playoffs_Round 1_4_2, LPL/2026 Season/Split 2 Playoffs_Round 4_2_2",0.75
Bilibili Gaming,Cassiopeia,4,2,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 7_2_3, LPL/2026 Season/Split 2 Playoffs_Round 1_4_4, LPL/2026 Season/Split 2 Playoffs_Round 2_4_2",0.5
Bilibili Gaming,Gnar,4,3,0,26.09,"LPL/2026 Season/Split 2_Week 5_13_1, LPL/2026 Season/Split 2_Week 7_2_1, LPL/2026 Season/Split 2_Week 7_8_2",0.75
Bilibili Gaming,Rakan,4,2,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 7_8_1, LPL/2026 Season/Split 2 Playoffs_Round 1_6_2, LPL/2026 Season/Split 2 Playoffs_Round 2_4_2",0.5
Bilibili Gaming,Rumble,4,2,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 5_13_2, LPL/2026 Season/Split 2_Week 6_6_2, LPL/2026 Season/Split 2 Playoffs_Round 1_6_1",0.5
Bilibili Gaming,Sivir,4,2,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 7_2_2, LPL/2026 Season/Split 2 Playoffs_Round 1_4_1, LPL/2026 Season/Split 2 Playoffs_Round 3_1_3",0.5
Bilibili Gaming,Viktor,4,4,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 6_6_2, LPL/2026 Season/Split 2 Playoffs_Round 1_6_1, LPL/2026 Season/Split 2 Playoffs_Round 2_4_1",1.0
Bilibili Gaming,Xin Zhao,4,2,0,"26.09, 26.10","LPL/2026 Season/Split 2_Week 5_13_3, LPL/2026 Season/Split 2_Week 7_2_2, LPL/2026 Season/Split 2 Playoffs_Round 2_4_2",0.5
Bohemian Guardians,Gnar,4,0,0,"26.09, 26.10","Hitpoint Masters/2026 Season/Spring Split_Week 3_2_2, Hitpoint Masters/2026 Season/Spring Split_Week 4_1_2, Hitpoint Masters/2026 Season/Spring Split_Week 4_6_1",0.0
Bomba Team,Anivia,4,4,0,"26.09, 26.10, 26.11","Rift Legends/2026 Season/Spring Split_Week 5_4_1, Rift Legends/2026 Season/Spring Split_Week 6_4_2, Rift Legends/2026 Season/Spring Playoffs_Round 1_1_1",1.0
Bomba Team,Cassiopeia,4,2,0,"26.10, 26.11","Rift Legends/2026 Season/Spring Playoffs_Round 1_1_2, EMEA Masters/2026 Season/Spring Play-In_Round 5_3_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_4_1",0.5
Bomba Team,Rell,4,3,0,"26.09, 26.10, 26.11","Rift Legends/2026 Season/Spring Split_Week 5_4_1, Rift Legends/2026 Season/Spring Playoffs_Round 1_1_1, Rift Legends/2026 Season/Spring Playoffs_Finals_1_1",0.75
Bubliki,Ashe,4,1,0,"26.09, 26.10, 26.11","LPLOL/2026 Season/Spring Split_Week 3_7_1, LPLOL/2026 Season/Spring Split_Week 4_3_1, LPLOL/2026 Season/Spring Playoffs_Semifinals_1_4",0.25
Bubliki,Pantheon,4,1,0,"26.10, 26.11","LPLOL/2026 Season/Spring Playoffs_Round 1_2_2, LPLOL/2026 Season/Spring Playoffs_Semifinals_1_2, LPLOL/2026 Season/Spring Playoffs_Finals_1_2",0.25
